0.00.029.853 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.110.275 W srv  llama_server: -----------------
0.00.110.279 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.110.279 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.110.280 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.110.280 W srv  llama_server: -----------------
0.00.115.907 I srv    load_model: loading model 'C:/Users/cpuch/.lmstudio/models/unsloth/Qwen3.8-27B-GGUF/Qwen3.8-27B-Q4_K_M.gguf'
0.01.005.950 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.01.005.961 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.01.005.976 W model has unused tensor blk.64.attn_q.weight (size = 35389440 bytes) -- ignoring
0.01.005.981 W model has unused tensor blk.64.attn_k.weight (size = 2949120 bytes) -- ignoring
0.01.005.986 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.01.006.003 W model has unused tensor blk.64.attn_output.weight (size = 17694720 bytes) -- ignoring
0.01.006.009 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.01.006.014 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.01.006.018 W model has unused tensor blk.64.ffn_gate.weight (size = 50135040 bytes) -- ignoring
0.01.006.023 W model has unused tensor blk.64.ffn_down.weight (size = 73113600 bytes) -- ignoring
0.01.006.028 W model has unused tensor blk.64.ffn_up.weight (size = 50135040 bytes) -- ignoring
0.01.006.034 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 55705600 bytes) -- ignoring
0.01.006.040 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.01.006.046 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.01.006.061 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.08.463.967 I cmn          init: llama threadpool init, n_threads = 16
0.08.580.013 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.08.585.630 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.08.585.649 I srv  llama_server: model loaded
0.08.585.650 I srv  llama_server: listening on http://127.0.0.1:8144
0.10.924.368 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.27.238.494 I slot print_timing: id  3 | task 632 |        eval time =     847.68 ms /    40 tokens (   21.74 ms per token,    46.01 tokens per second)
0.27.238.494 I slot print_timing: id  3 | task 632 |       total time =    1112.94 ms /    65 tokens
0.27.238.495 I slot print_timing: id  3 | task 632 |    graphs reused =        633
0.27.238.609 I slot      release: id  3 | task 632 | stop processing: n_tokens = 2122, truncated = 0
0.27.255.369 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
0.27.255.630 I slot launch_slot_: id  3 | task 675 | processing task, is_child = 0
0.28.617.392 I slot print_timing: id  3 | task 675 | prompt eval time =     167.78 ms /    30 tokens (    5.59 ms per token,   178.80 tokens per second)
0.28.617.398 I slot print_timing: id  3 | task 675 |        eval time =    1193.93 ms /    57 tokens (   21.32 ms per token,    46.90 tokens per second)
0.28.617.399 I slot print_timing: id  3 | task 675 |       total time =    1361.71 ms /    87 tokens
0.28.617.399 I slot print_timing: id  3 | task 675 |    graphs reused =        688
0.28.617.506 I slot      release: id  3 | task 675 | stop processing: n_tokens = 2208, truncated = 0
0.28.647.958 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.978 (> 0.100 thold), f_keep = 1.000
0.28.648.402 I slot launch_slot_: id  3 | task 734 | processing task, is_child = 0
0.30.038.943 I slot print_timing: id  3 | task 734 | prompt eval time =     230.67 ms /    49 tokens (    4.71 ms per token,   212.43 tokens per second)
0.30.038.948 I slot print_timing: id  3 | task 734 |        eval time =    1159.83 ms /    55 tokens (   21.48 ms per token,    46.56 tokens per second)
0.30.038.949 I slot print_timing: id  3 | task 734 |       total time =    1390.49 ms /   104 tokens
0.30.038.950 I slot print_timing: id  3 | task 734 |    graphs reused =        740
0.30.039.071 I slot      release: id  3 | task 734 | stop processing: n_tokens = 2311, truncated = 0
0.30.057.656 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.971 (> 0.100 thold), f_keep = 1.000
0.30.058.065 I slot launch_slot_: id  3 | task 792 | processing task, is_child = 0
0.31.272.492 I slot print_timing: id  3 | task 792 | prompt eval time =     168.22 ms /    69 tokens (    2.44 ms per token,   410.16 tokens per second)
0.31.272.497 I slot print_timing: id  3 | task 792 |        eval time =    1046.16 ms /    50 tokens (   21.35 ms per token,    46.84 tokens per second)
0.31.272.498 I slot print_timing: id  3 | task 792 |       total time =    1214.38 ms /   119 tokens
0.31.272.499 I slot print_timing: id  3 | task 792 |    graphs reused =        788
0.31.272.603 I slot      release: id  3 | task 792 | stop processing: n_tokens = 2429, truncated = 0
0.31.291.920 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.976 (> 0.100 thold), f_keep = 1.000
0.31.292.355 I slot launch_slot_: id  3 | task 844 | processing task, is_child = 0
0.32.592.342 I slot print_timing: id  3 | task 844 | prompt eval time =     165.54 ms /    61 tokens (    2.71 ms per token,   368.49 tokens per second)
0.32.592.349 I slot print_timing: id  3 | task 844 |        eval time =    1134.40 ms /    54 tokens (   21.40 ms per token,    46.72 tokens per second)
0.32.592.350 I slot print_timing: id  3 | task 844 |       total time =    1299.94 ms /   115 tokens
0.32.592.351 I slot print_timing: id  3 | task 844 |    graphs reused =        840
0.32.592.464 I slot      release: id  3 | task 844 | stop processing: n_tokens = 2543, truncated = 0
0.32.613.809 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.977 (> 0.100 thold), f_keep = 1.000
0.32.614.244 I slot launch_slot_: id  3 | task 900 | processing task, is_child = 0
0.33.996.508 I slot print_timing: id  3 | task 900 | prompt eval time =     165.44 ms /    61 tokens (    2.71 ms per token,   368.72 tokens per second)
0.33.996.522 I slot print_timing: id  3 | task 900 |        eval time =    1216.77 ms /    58 tokens (   21.35 ms per token,    46.85 tokens per second)
0.33.996.523 I slot print_timing: id  3 | task 900 |       total time =    1382.21 ms /   119 tokens
0.33.996.524 I slot print_timing: id  3 | task 900 |    graphs reused =        896
0.33.996.771 I slot      release: id  3 | task 900 | stop processing: n_tokens = 2661, truncated = 0
0.34.031.504 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
0.34.031.932 I slot launch_slot_: id  3 | task 960 | processing task, is_child = 0
0.36.813.256 I slot print_timing: id  3 | task 960 | prompt eval time =     161.42 ms /    23 tokens (    7.02 ms per token,   142.48 tokens per second)
0.36.813.262 I slot print_timing: id  3 | task 960 |        eval time =    2619.86 ms /   124 tokens (   21.30 ms per token,    46.95 tokens per second)
0.36.813.263 I slot print_timing: id  3 | task 960 |       total time =    2781.28 ms /   147 tokens
0.36.813.263 I slot print_timing: id  3 | task 960 |    graphs reused =       1018
0.36.813.372 I slot      release: id  3 | task 960 | stop processing: n_tokens = 2807, truncated = 0
0.36.985.668 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
0.36.985.848 I slot launch_slot_: id  2 | task 1086 | processing task, is_child = 0
0.39.674.922 I slot print_timing: id  2 | task 1086 | prompt eval time =     637.41 ms /  1442 tokens (    0.44 ms per token,  2262.29 tokens per second)
0.39.674.934 I slot print_timing: id  2 | task 1086 |        eval time =    1848.21 ms /    88 tokens (   21.24 ms per token,    47.07 tokens per second)
0.39.674.935 I slot print_timing: id  2 | task 1086 |       total time =    2485.62 ms /  1530 tokens
0.39.674.936 I slot print_timing: id  2 | task 1086 |    graphs reused =       1104
0.39.675.070 I slot      release: id  2 | task 1086 | stop processing: n_tokens = 1529, truncated = 0
0.39.684.879 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.838 (> 0.100 thold), f_keep = 1.000
0.39.685.439 I slot launch_slot_: id  2 | task 1178 | processing task, is_child = 0
0.40.210.577 I slot print_timing: id  2 | task 1178 | prompt eval time =     240.41 ms /   295 tokens (    0.81 ms per token,  1227.04 tokens per second)
0.40.210.582 I slot print_timing: id  2 | task 1178 |        eval time =     284.68 ms /    14 tokens (   21.90 ms per token,    45.67 tokens per second)
0.40.210.583 I slot print_timing: id  2 | task 1178 |       total time =     525.09 ms /   309 tokens
0.40.210.584 I slot print_timing: id  2 | task 1178 |    graphs reused =       1116
0.40.210.688 I slot      release: id  2 | task 1178 | stop processing: n_tokens = 1837, truncated = 0
0.40.243.757 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.972 (> 0.100 thold), f_keep = 1.000
0.40.244.197 I slot launch_slot_: id  2 | task 1194 | processing task, is_child = 0
0.41.641.664 I slot print_timing: id  2 | task 1194 | prompt eval time =     182.65 ms /    52 tokens (    3.51 ms per token,   284.70 tokens per second)
0.41.641.670 I slot print_timing: id  2 | task 1194 |        eval time =    1214.78 ms /    58 tokens (   21.31 ms per token,    46.92 tokens per second)
0.41.641.671 I slot print_timing: id  2 | task 1194 |       total time =    1397.42 ms /   110 tokens
0.41.641.671 I slot print_timing: id  2 | task 1194 |    graphs reused =       1172
0.41.641.770 I slot      release: id  2 | task 1194 | stop processing: n_tokens = 1946, truncated = 0
0.41.653.491 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
0.41.653.934 I slot launch_slot_: id  2 | task 1254 | processing task, is_child = 0
0.42.108.701 I slot print_timing: id  2 | task 1254 | prompt eval time =     171.31 ms /    23 tokens (    7.45 ms per token,   134.26 tokens per second)
0.42.108.705 I slot print_timing: id  2 | task 1254 |        eval time =     283.41 ms /    14 tokens (   21.80 ms per token,    45.87 tokens per second)
0.42.108.706 I slot print_timing: id  2 | task 1254 |       total time =     454.72 ms /    37 tokens
0.42.108.706 I slot print_timing: id  2 | task 1254 |    graphs reused =       1184
0.42.108.812 I slot      release: id  2 | task 1254 | stop processing: n_tokens = 1982, truncated = 0
0.42.141.959 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 1.000
0.42.142.468 I slot launch_slot_: id  2 | task 1270 | processing task, is_child = 0
0.43.017.488 I slot print_timing: id  2 | task 1270 | prompt eval time =     179.77 ms /    43 tokens (    4.18 ms per token,   239.19 tokens per second)
0.43.017.493 I slot print_timing: id  2 | task 1270 |        eval time =     695.20 ms /    33 tokens (   21.72 ms per token,    46.03 tokens per second)
0.43.017.494 I slot print_timing: id  2 | task 1270 |       total time =     874.97 ms /    76 tokens
0.43.017.495 I slot print_timing: id  2 | task 1270 |    graphs reused =       1214
0.43.017.601 I slot      release: id  2 | task 1270 | stop processing: n_tokens = 2057, truncated = 0
0.43.040.981 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.956 (> 0.100 thold), f_keep = 1.000
0.43.041.438 I slot launch_slot_: id  2 | task 1305 | processing task, is_child = 0
0.43.908.611 I slot print_timing: id  2 | task 1305 | prompt eval time =     180.03 ms /    95 tokens (    1.90 ms per token,   527.70 tokens per second)
0.43.908.616 I slot print_timing: id  2 | task 1305 |        eval time =     687.10 ms /    33 tokens (   21.47 ms per token,    46.57 tokens per second)
0.43.908.616 I slot print_timing: id  2 | task 1305 |       total time =     867.12 ms /   128 tokens
0.43.908.617 I slot print_timing: id  2 | task 1305 |    graphs reused =       1245
0.43.908.717 I slot      release: id  2 | task 1305 | stop processing: n_tokens = 2184, truncated = 0
0.43.944.005 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.980 (> 0.100 thold), f_keep = 1.000
0.43.944.458 I slot launch_slot_: id  2 | task 1340 | processing task, is_child = 0
0.45.236.815 I slot print_timing: id  2 | task 1340 | prompt eval time =     181.08 ms /    45 tokens (    4.02 ms per token,   248.51 tokens per second)
0.45.236.821 I slot print_timing: id  2 | task 1340 |        eval time =    1111.23 ms /    53 tokens (   21.37 ms per token,    46.80 tokens per second)
0.45.236.822 I slot print_timing: id  2 | task 1340 |       total time =    1292.31 ms /    98 tokens
0.45.236.822 I slot print_timing: id  2 | task 1340 |    graphs reused =       1296
0.45.236.955 I slot      release: id  2 | task 1340 | stop processing: n_tokens = 2281, truncated = 0
0.45.253.210 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.975 (> 0.100 thold), f_keep = 1.000
0.45.253.682 I slot launch_slot_: id  2 | task 1395 | processing task, is_child = 0
0.45.970.619 I slot print_timing: id  2 | task 1395 | prompt eval time =     178.34 ms /    58 tokens (    3.07 ms per token,   325.23 tokens per second)
0.45.970.624 I slot print_timing: id  2 | task 1395 |        eval time =     538.55 ms /    26 tokens (   21.54 ms per token,    46.42 tokens per second)
0.45.970.625 I slot print_timing: id  2 | task 1395 |       total time =     716.89 ms /    84 tokens
0.45.970.625 I slot print_timing: id  2 | task 1395 |    graphs reused =       1320
0.45.970.731 I slot      release: id  2 | task 1395 | stop processing: n_tokens = 2364, truncated = 0
0.45.997.056 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.983 (> 0.100 thold), f_keep = 1.000
0.45.997.532 I slot launch_slot_: id  2 | task 1423 | processing task, is_child = 0
0.46.716.476 I slot print_timing: id  2 | task 1423 | prompt eval time =     177.88 ms /    41 tokens (    4.34 ms per token,   230.49 tokens per second)
0.46.716.481 I slot print_timing: id  2 | task 1423 |        eval time =     541.02 ms /    26 tokens (   21.64 ms per token,    46.21 tokens per second)
0.46.716.482 I slot print_timing: id  2 | task 1423 |       total time =     718.90 ms /    67 tokens
0.46.716.482 I slot print_timing: id  2 | task 1423 |    graphs reused =       1344
0.46.716.586 I slot      release: id  2 | task 1423 | stop processing: n_tokens = 2430, truncated = 0
0.46.734.505 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 1.000
0.46.734.968 I slot launch_slot_: id  2 | task 1451 | processing task, is_child = 0
0.47.621.365 I slot print_timing: id  2 | task 1451 | prompt eval time =     178.43 ms /    36 tokens (    4.96 ms per token,   201.76 tokens per second)
0.47.621.370 I slot print_timing: id  2 | task 1451 |        eval time =     707.92 ms /    34 tokens (   21.45 ms per token,    46.62 tokens per second)
0.47.621.372 I slot print_timing: id  2 | task 1451 |       total time =     886.35 ms /    70 tokens
0.47.621.372 I slot print_timing: id  2 | task 1451 |    graphs reused =       1376
0.47.621.485 I slot      release: id  2 | task 1451 | stop processing: n_tokens = 2499, truncated = 0
0.47.662.068 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.978 (> 0.100 thold), f_keep = 1.000
0.47.662.521 I slot launch_slot_: id  2 | task 1487 | processing task, is_child = 0
0.50.844.574 I slot print_timing: id  2 | task 1487 | n_gen =    142, tg =  46.88 t/s, tg_3s =  47.22 t/s
0.51.417.899 I slot print_timing: id  2 | task 1487 | prompt eval time =     174.60 ms /    56 tokens (    3.12 ms per token,   320.72 tokens per second)
0.51.417.907 I slot print_timing: id  2 | task 1487 |        eval time =    3580.73 ms /   169 tokens (   21.31 ms per token,    46.92 tokens per second)
0.51.417.908 I slot print_timing: id  2 | task 1487 |       total time =    3755.33 ms /   225 tokens
0.51.417.908 I slot print_timing: id  2 | task 1487 |    graphs reused =       1542
0.51.418.021 I slot      release: id  2 | task 1487 | stop processing: n_tokens = 2723, truncated = 0
0.51.457.080 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.984 (> 0.100 thold), f_keep = 1.000
0.51.457.648 I slot launch_slot_: id  2 | task 1658 | processing task, is_child = 0
0.53.006.496 I slot print_timing: id  2 | task 1658 | prompt eval time =     236.22 ms /    44 tokens (    5.37 ms per token,   186.26 tokens per second)
0.53.006.501 I slot print_timing: id  2 | task 1658 |        eval time =    1312.58 ms /    62 tokens (   21.52 ms per token,    46.47 tokens per second)
0.53.006.502 I slot print_timing: id  2 | task 1658 |       total time =    1548.80 ms /   106 tokens
0.53.006.502 I slot print_timing: id  2 | task 1658 |    graphs reused =       1601
0.53.006.616 I slot      release: id  2 | task 1658 | stop processing: n_tokens = 2828, truncated = 0
0.53.044.451 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
0.53.044.903 I slot launch_slot_: id  2 | task 1723 | processing task, is_child = 0
0.56.213.315 I slot print_timing: id  2 | task 1723 | prompt eval time =     184.06 ms /    23 tokens (    8.00 ms per token,   124.96 tokens per second)
0.56.213.320 I slot print_timing: id  2 | task 1723 |        eval time =    2984.30 ms /   141 tokens (   21.32 ms per token,    46.91 tokens per second)
0.56.213.321 I slot print_timing: id  2 | task 1723 |       total time =    3168.37 ms /   164 tokens
0.56.213.321 I slot print_timing: id  2 | task 1723 |    graphs reused =       1740
0.56.213.443 I slot      release: id  2 | task 1723 | stop processing: n_tokens = 2991, truncated = 0
0.56.254.760 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
0.56.255.221 I slot launch_slot_: id  2 | task 1866 | processing task, is_child = 0
0.57.612.337 I slot print_timing: id  2 | task 1866 | prompt eval time =     240.87 ms /    28 tokens (    8.60 ms per token,   116.24 tokens per second)
0.57.612.342 I slot print_timing: id  2 | task 1866 |        eval time =    1116.18 ms /    53 tokens (   21.47 ms per token,    46.59 tokens per second)
0.57.612.343 I slot print_timing: id  2 | task 1866 |       total time =    1357.05 ms /    81 tokens
0.57.612.343 I slot print_timing: id  2 | task 1866 |    graphs reused =       1791
0.57.612.462 I slot      release: id  2 | task 1866 | stop processing: n_tokens = 3071, truncated = 0
0.57.634.836 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.982 (> 0.100 thold), f_keep = 1.000
0.57.635.578 I slot launch_slot_: id  2 | task 1922 | processing task, is_child = 0
0.59.088.370 I slot print_timing: id  2 | task 1922 | prompt eval time =     188.99 ms /    56 tokens (    3.37 ms per token,   296.31 tokens per second)
0.59.088.375 I slot print_timing: id  2 | task 1922 |        eval time =    1263.75 ms /    60 tokens (   21.42 ms per token,    46.69 tokens per second)
0.59.088.376 I slot print_timing: id  2 | task 1922 |       total time =    1452.74 ms /   116 tokens
0.59.088.377 I slot print_timing: id  2 | task 1922 |    graphs reused =       1849
0.59.088.499 I slot      release: id  2 | task 1922 | stop processing: n_tokens = 3186, truncated = 0
